Name,DIY,Stack Size,Buy,Sell,Source,Source Notes,Version,Filename,Internal ID,Unique Entry ID
bamboo lattice fence,Yes,50,NFS,960,Crafting,,1.0.0,ItemFenceBamboo,3403,XaLnmQsQ47HfHQ9g5
barbed-wire fence,Yes,50,NFS,1980,Crafting,,1.0.0,ItemFenceBarbedWire,5213,dNgibaR9jFqaDwuDZ
brick fence,Yes,50,NFS,1200,Crafting,,1.0.0,ItemFenceWallRenga,3080,WAzanA7e5MREzJdMh
Bunny Day fence,Yes,50,NFS,2400,Crafting,,1.1.0a,ItemFenceEgg,12630,CLQGhAfSNykpxrh3a
corral fence,Yes,50,NFS,720,Crafting,,1.0.0,ItemFenceHorizontalWood,4349,rqwqYy7Aphvh5zBSA
country fence,Yes,50,NFS,720,Crafting,,1.0.0,ItemFenceLog,4350,twwkbWJ8YsoJEy3j8
hedge,Yes,50,NFS,55,Crafting,,1.2.0,ItemFenceIkegaki,12758,TphLYSh2MdogHdheg
imperial fence,Yes,50,NFS,1200,Crafting,,1.0.0,ItemFenceChinese,4354,fHqt7TXfbhfKnPbwG
iron fence,Yes,50,NFS,4500,Crafting,,1.0.0,ItemFenceSteel,4357,RL5hL24NbwzE7zv3R
iron-and-stone fence,Yes,50,NFS,3150,Crafting,,1.0.0,ItemFenceIronAndStone,5206,kjSa4R6JQz2DtWQ2C
lattice fence,Yes,50,NFS,960,Crafting,,1.0.0,ItemFenceLatiiceNatural,11712,qBrhYgaCnEiQYouP6
rope fence,Yes,50,NFS,3000,Crafting,,1.0.0,ItemFencePegRope,4352,TpruAQnqeeYcDxPRj
simple wooden fence,Yes,50,NFS,720,Crafting; Tom Nook,50 fences are given by Tom Nook after completing the three house plots during the main storyline,1.0.0,ItemFenceNatural,11711,bxF62vutvYBw9BTDT
spiky fence,Yes,50,NFS,960,Crafting,,1.0.0,ItemFenceSharply,4358,gYccyRpBzpFCLLW56
stone fence,Yes,50,NFS,600,Crafting,,1.0.0,ItemFenceStone,5212,ECNmTH3oh3SEDpHCr
straw fence,Yes,50,NFS,560,Crafting,,1.0.0,ItemFenceDriedStraw,4356,yp69uEZTdfS9CkisA
vertical-board fence,Yes,50,NFS,960,Crafting,,1.0.0,ItemFenceVerticalWood,3402,M9pkSgdAaKgQELi3E
wedding fence,Yes,50,NFS,411,Crafting,,1.2.0,ItemFenceJuneBride,12894,68uMh2zjCmeJukYhv
zen fence,Yes,50,NFS,3300,Crafting,,1.0.0,ItemFenceJapanese,5207,yZeqREzefxeSiLAaP﻿Name,Award Criteria,#,Internal ID,Internal Name,Internal Category,Num of Tiers,Tier 1,Tier 2,Tier 3,Tier 4,Tier 5,Reward Tier 1,Reward Tier 2,Reward Tier 3,Reward Tier 4,Reward Tier 5,Reward Tier 6,Sequential,Version,Unique Entry ID
(island name) Miles!,Awarded when Nook Miles program is first unlocked,1,53,ImmigratetoIsland,Event,1,1,0,0,0,0,500,500,1000,2000,3000,0,Yes,1.0.0,QvQq6d4qJgCiBkMLX
faux-fur bag,Pink,No,1400,350,Pink,Yellow,1x1,NA,Kicks,,All Year,1.0.0,Cute,formal; party,No,For sale,BagShoulderFakefur0,7480,FyneYzGmHW7SyoHn7
faux-fur bag,Purple,No,1400,350,Purple,Yellow,1x1,NA,Kicks,,All Year,1.0.0,Cute,formal; party,No,For sale,BagShoulderFakefur1,12003,gH3fn5rkmCrekWoJB
fish pochette,Blue,No,NFS,210,Light blue,Blue,1x1,NA,Fishing Tourney,,All Year,1.0.0,Cute,formal; party,No,Not for sale,BagShoulderFish0,7477,CrFcdF3rXiaiiajEB
foldover-top backpack,Green,No,1300,325,Green,Beige,1x1,NA,Kicks,,All Year,1.0.0,Active,outdoorsy; sporty,No,For sale,BagBackpackLid0,7507,nkXJ2eRThdt4vEpFb
foldover-top backpack,Blue,No,1300,325,Blue,Light blue,1x1,NA,Kicks,,All Year,1.0.0,Active,outdoorsy; sporty,No,For sale,BagBackpackLid1,12016,M8i2DNwxgXKWADAtW
foldover-top backpack,Gray,No,1300,325,Gray,White,1x1,NA,Kicks,,All Year,1.0.0,Active,outdoorsy; sporty,No,For sale,BagBackpackLid2,12017,Z8WFCNZodHtW2DBPB
foldover-top backpack,Pink,No,1300,325,Pink,Purple,1x1,NA,Kicks,,All Year,1.0.0,Active,outdoorsy; sporty,No,For sale,BagBackpackLid3,12018,nD9TYBr8sw4rhLAyG
gumdrop shoulder bag,Pop,No,2000,500,Pink,Green,1x1,NA,Kicks,,All Year,1.0.0,Simple,everyday; comfy,No,For sale,BagShoulderPattern0,7486,mQZCwxcr6z3hq5Dgm
gumdrop shoulder bag,Cool,No,2000,500,Purple,Light blue,1x1,NA,Kicks,,All Year,1.0.0,Simple,everyday; comfy,No,For sale,BagShoulderPattern1,12012,JxHQbqWH73Q3GYKT8
hand-knit pouch,Green,No,1250,312,Green,Green,1x1,NA,Kicks,,All Year,1.0.0,Elegant,vacation,No,For sale,BagShoulderRace0,7482,taTKqY3xif2LhShrf
hand-knit pouch,Purple,No,1250,312,Purple,Purple,1x1,NA,Kicks,,All Year,1.0.0,Elegant,vacation,No,For sale,BagShoulderRace1,12004,GLLrMeJCPd8Xn7fdr
hard-shell backpack,Blue,No,1680,420,Blue,Black,1x1,NA,Kicks,,All Year,1.0.0,Cool,outdoorsy; work,No,For sale,BagBackpackHardshell0,7512,LETQjE3yFDKze4ntv
hard-shell backpack,Red,No,1680,420,Red,Black,1x1,NA,Kicks,,All Year,1.0.0,Cool,outdoorsy; work,No,For sale,BagBackpackHardshell1,10184,qdP3rmZ7P7HgA2cin
hard-shell backpack,Silver,No,1680,420,Gray,Black,1x1,NA,Kicks,,All Year,1.0.0,Cool,outdoorsy; work,No,For sale,BagBackpackHardshell2,11946,yxnDx8JQqzZDM66oR
knapsack,Blue,No,630,157,Blue,Black,1x1,NA,Kicks,,All Year,1.0.0,Active,everyday; outdoorsy; sporty,No,For sale,BagBackpackKnapsack0,7508,XbKqQChpAJXng37Mr
knapsack,Black,No,630,157,Black,Black,1x1,NA,Kicks,,All Year,1.0.0,Active,everyday; outdoorsy; sporty,No,For sale,BagBackpackKnapsack1,12019,Fx4M2zpFTWGww54rw
knitted-grass backpack,Green,Yes,NFS,400,Green,Brown,1x1,NA,Crafting,,All Year,1.0.0,Elegant,outdoorsy; comfy; vacation,No,Not for sale,BagBackpackGrass0,7511,xM5iaYn4gbZoR94Qm
log pack,Brown,Yes,NFS,960,Brown,Beige,1x1,NA,Crafting,,All Year,1.0.0,Simple,fairy tale; outdoorsy,No,Not for sale,BagBackpackWood0,7498,rDDM48hSfsSbcp92u
maple-leaf pochette,Red,Yes,NFS,2400,Orange,Orange,1x1,NA,Crafting,,All Year,1.0.0,Simple,fairy tale,No,Not for sale,BagShoulderMaple0,7491,HJDH4dCPMQY9qQanL
messenger bag,Green,No,840,210,Green,Black,1x1,NA,Kicks,,All Year,1.0.0,Simple,everyday; outdoorsy; sporty,No,For sale,BagShoulderMessenger0,7470,7mPZ9PnTd46r65DXx
messenger bag,Orange,No,840,210,Orange,Black,1x1,NA,Kicks,,All Year,1.0.0,Simple,everyday; outdoorsy; sporty,No,For sale,BagShoulderMessenger1,11978,sgxnCe87EdtdoKved
messenger bag,Black,No,840,210,Black,Black,1x1,NA,Kicks,,All Year,1.0.0,Simple,everyday; outdoorsy; sporty,No,For sale,BagShoulderMessenger2,11979,ZuwiM4DzJF5Rsg46x
mini pleather bag,White,No,1600,400,White,White,1x1,NA,Kicks,,All Year,1.0.0,Elegant,everyday; formal; party,No,For sale,BagBackpackSmall0,7504,FyrYDDhzABDegtZ6n
mini pleather bag,Black,No,1600,400,Black,Black,1x1,NA,Kicks,,All Year,1.0.0,Elegant,everyday; formal; party,No,For sale,BagBackpackSmall1,12015,hYJk97FFi4zJGQ5cH
Mom's knapsack,M,No,NFS,175,Yellow,Beige,1x1,NA,Mom,,All Year,1.0.0,Cute,comfy,No,Not for sale,BagBackpackQuilt0,7510,szhWnj6jpymTsKce8
Mom's knapsack,Flowers,No,NFS,175,Gray,Beige,1x1,NA,Mom,,All Year,1.0.0,Cute,comfy,No,Not for sale,BagBackpackQuilt1,12148,gqy4s4zFowLbNKTd2
Mom's knapsack,Polka dots,No,NFS,175,Pink,Beige,1x1,NA,Mom,,All Year,1.0.0,Cute,comfy,No,Not for sale,BagBackpackQuilt2,12149,Hkju8Bjb8Kaamsu3j
Mom's knapsack,Colorful quilt design,No,NFS,175,Colorful,Beige,1x1,NA,Mom,,All Year,1.0.0,Cute,comfy,No,Not for sale,BagBackpackQuilt3,12150,6uKkNZRz7E8gkSiBF
Mom's knapsack,Cherries,No,NFS,175,Light blue,Beige,1x1,NA,Mom,,All Year,1.0.0,Cute,comfy,No,Not for sale,BagBackpackQuilt4,12151,46PX3NMjAdrNiRQXb
Mom's knapsack,Denim with stripes,No,NFS,175,Blue,Beige,1x1,NA,Mom,,All Year,1.0.0,Cute,comfy,No,Not for sale,BagBackpackQuilt5,12152,hj8ixCKXNWBnGZSrw
Mom's knapsack,Forest print,No,NFS,175,White,Beige,1x1,NA,Mom,,All Year,1.0.0,Cute,comfy,No,Not for sale,BagBackpackQuilt6,12153,E3XrB5LbBTu795xbM
Mom's knapsack,Chick,No,NFS,175,Orange,Beige,1x1,NA,Mom,,All Year,1.0.0,Cute,comfy,No,Not for sale,BagBackpackQuilt7,12154,jCi92aiMtZB92idfQ
Nook Inc. knapsack,Brown,No,NFS,4000,Brown,Yellow,1x1,800,Nook Miles Shop,,All Year,1.0.0,Gorgeous,everyday,No,Not for sale,BagBackpackNook0,9761,zQh6chGG66h4f5JbX
outdoor backpack,Avocado,No,1560,390,Green,Black,1x1,NA,Kicks,,All Year,1.0.0,Active,outdoorsy; sporty,No,For sale,BagBackpackOutdoor0,7501,CAsQFPPeo3vBGpHSo
outdoor backpack,Orange,No,1560,390,Orange,Black,1x1,NA,Kicks,,All Year,1.0.0,Active,outdoorsy; sporty,No,For sale,BagBackpackOutdoor1,11969,hiF7bqmoudyFJPcWG
outdoor backpack,Navy blue,No,1560,390,Blue,Black,1x1,NA,Kicks,,All Year,1.0.0,Active,outdoorsy; sporty,No,For sale,BagBackpackOutdoor2,11970,qd8DJb8mX5zhewgyn
pleather crossbody bag,Navy blue,No,1120,280,Blue,Brown,1x1,NA,Kicks,,All Year,1.0.0,Cool,everyday; work,No,For sale,BagBackpackBodybag0,7484,YQD8XMuvDbymAeKxt
pleather crossbody bag,Black,No,1120,280,Black,White,1x1,NA,Kicks,,All Year,1.0.0,Cool,everyday; work,No,For sale,BagBackpackBodybag1,12005,QDPYGrpFNNir49uBe
pleather fringe bag,Camel,No,2400,600,Brown,Brown,1x1,NA,Kicks,,All Year,1.0.0,Elegant,everyday; formal; party,No,For sale,BagShoulderFringe0,7481,7RYHreaA7o9huubNu
pleather fringe bag,White,No,2400,600,White,White,1x1,NA,Kicks,,All Year,1.0.0,Elegant,everyday; formal; party,No,For sale,BagShoulderFringe1,12010,fiM98m9CGgi6iATkQ
pleather shoulder bag,Brown,No,2400,600,Brown,Brown,1x1,NA,Kicks,,All Year,1.0.0,Elegant,everyday; formal,No,For sale,BagShoulderLeather0,7476,9AqRYq83NRMxrEWiD
pleather shoulder bag,Navy blue,No,2400,600,Blue,Blue,1x1,NA,Kicks,,All Year,1.0.0,Elegant,everyday; formal,No,For sale,BagShoulderLeather1,12009,ZKgcPhGYErHShMrGR
retro sports bag,Blue,No,1400,350,White,Blue,1x1,NA,Kicks,,All Year,1.0.0,Active,outdoorsy; sporty,No,For sale,BagShoulderSports0,7302,vY7qcZFdWb3HgSv7L
retro sports bag,Red,No,1400,350,White,Red,1x1,NA,Kicks,,All Year,1.0.0,Active,outdoorsy; sporty,No,For sale,BagShoulderSports1,12007,Lqtjq3rWFoy4Dv39C
retro sports bag,Black,No,1400,350,Black,Yellow,1x1,NA,Kicks,,All Year,1.0.0,Active,outdoorsy; sporty,No,For sale,BagShoulderSports2,12008,nGhHjk4GEKSQwvARA
sacoche bag,Blue,No,980,245,Blue,Green,1x1,NA,Kicks,,All Year,1.0.0,Active,outdoorsy; sporty,No,For sale,BagShoulderSacosh0,7304,n82fhWWNSv8kyFJc2
sacoche bag,Red,No,980,245,Red,Yellow,1x1,NA,Kicks,,All Year,1.0.0,Active,outdoorsy; sporty,No,For sale,BagShoulderSacosh1,11974,LYnLwBnwTYcMp4fr9
sacoche bag,Black,No,980,245,Black,White,1x1,NA,Kicks,,All Year,1.0.0,Active,outdoorsy; sporty,No,For sale,BagShoulderSacosh2,11975,NRYqQLN2Beq4jpDBJ
shellfish pochette,White,Yes,NFS,10800,White,White,1x1,NA,Crafting,,All Year,1.0.0,Cute,fairy tale; vacation,No,Not for sale,BagShoulderShell0,7494,XEsQxMf7k9qvjYxPF
snowflake pochette,White,Yes,NFS,2400,Light blue,White,1x1,NA,Crafting,,All Year,1.0.0,Elegant,fairy tale; party; vacation,No,Not for sale,BagShoulderSnow0,7493,gW7R4HX8hjZEHAFtB
square backpack,Yellow,No,1300,325,Yellow,Black,1x1,NA,Kicks,,All Year,1.0.0,Active,everyday; outdoorsy; sporty,No,For sale,BagBackpackSquare0,7500,2RYepaMxTnXMZ9tXg
square backpack,Pink,No,1300,325,Pink,Black,1x1,NA,Kicks,,All Year,1.0.0,Active,everyday; outdoorsy; sporty,No,For sale,BagBackpackSquare1,11967,wN6jaJRRvg6cQZXhk
square backpack,Green,No,1300,325,Green,Black,1x1,NA,Kicks,,All Year,1.0.0,Active,everyday; outdoorsy; sporty,No,For sale,BagBackpackSquare2,11968,rJain6G9X749mG5p7
star pochette,Yellow,Yes,NFS,3000,Yellow,Yellow,1x1,NA,Crafting,,All Year,1.0.0,Cute,fairy tale; party; vacation,No,Not for sale,BagShoulderStar0,7489,3WQ8vSWtHMjZ6YPtR
straw pochette,Brown,No,980,245,Brown,Brown,1x1,NA,Kicks,,All Year,1.0.0,Simple,comfy; vacation,No,For sale,BagShoulderRattan0,7488,CGs3z4dKEkH82FDyq
studded backpack,Black,No,1560,390,Black,Yellow,1x1,NA,Kicks,,All Year,1.0.0,Cool,everyday; goth,No,For sale,BagBackpackStuds0,7503,mTMCDJnwtFJzvQ9rs
studded backpack,White,No,1560,390,White,Gray,1x1,NA,Kicks,,All Year,1.0.0,Cool,everyday; goth,No,For sale,BagBackpackStuds1,12006,e6iev2NrSfaxSg5nr
tackle bag,Blue,No,NFS,175,Blue,Orange,1x1,NA,Fishing Tourney,,All Year,1.0.0,Active,outdoorsy; sporty; work,No,Not for sale,BagShoulderFishing0,7478,prkWCjgn7gTK4X8QH
tool bag,Black,No,910,227,Black,Yellow,1x1,NA,Kicks,,All Year,1.0.0,Active,outdoorsy; work,No,For sale,BagShoulderTool0,7497,KiXvv8fvv7CN5sFDx
town backpack,Green,No,1040,260,Green,Green,1x1,NA,Kicks,,All Year,1.0.0,Active,everyday; outdoorsy,No,For sale,BagBackpackTown0,6838,sm5eKnwyeNyKGXQLC
town backpack,Orange,No,1040,260,Orange,Orange,1x1,NA,Kicks,,All Year,1.0.0,Active,everyday; outdoorsy,No,For sale,BagBackpackTown1,6839,aZasytqebQRikaZZZ
town backpack,Blue,No,1040,260,Blue,Blue,1x1,NA,Kicks,,All Year,1.0.0,Active,everyday; outdoorsy,No,For sale,BagBackpackTown2,11944,WGhvofsBw6pFs5c93
town backpack,Red,No,1040,260,Red,Red,1x1,NA,Kicks,,All Year,1.0.0,Active,everyday; outdoorsy,No,For sale,BagBackpackTown3,11945,wkeZwbrp9BoHTEPRZ
travel pouch,Pink,No,840,210,Pink,Black,1x1,NA,Kicks,,All Year,1.0.0,Active,everyday; outdoorsy,No,For sale,BagShoulderTravel0,2550,ygrWBZtknqDLLH8Rn
travel pouch,Green,No,840,210,Green,Black,1x1,NA,Kicks,,All Year,1.0.0,Active,everyday; outdoorsy,No,For sale,BagShoulderTravel1,12000,oX3GfBwtMfcQ4STtd
travel pouch,Light blue,No,840,210,Light blue,Black,1x1,NA,Kicks,,All Year,1.0.0,Active,everyday; outdoorsy,No,For sale,BagShoulderTravel2,12001,SSHDSgfSasCP6AgmW
travel pouch,Purple,No,840,210,Purple,Black,1x1,NA,Kicks,,All Year,1.0.0,Active,everyday; outdoorsy,No,For sale,BagShoulderTravel3,12002,HTjXg6MXwPZCwEtmJ
traveler's backpack,Orange,No,2940,735,Orange,Beige,1x1,NA,Kicks,,All Year,1.0.0,Simple,fairy tale; outdoorsy; work,No,For sale,BagBackpackJourney0,7499,ag2m7kcBg83aCARGE
traveler's backpack,Blue,No,2940,735,Blue,Beige,1x1,NA,Kicks,,All Year,1.0.0,Simple,fairy tale; outdoorsy; work,No,For sale,BagBackpackJourney1,11965,iprTWWTSARJtHTKqF
traveler's backpack,Brown,No,2940,735,Brown,Beige,1x1,NA,Kicks,,All Year,1.0.0,Simple,fairy tale; outdoorsy; work,No,For sale,BagBackpackJourney2,11966,ehhBAiZqTHaTExHYP﻿#,Name,Sell,Where/How,Shadow,Total Catches to Unlock,Spawn Rates,Rain/Snow Catch Up,NH Jan,NH Feb,NH Mar,NH Apr,NH May,NH Jun,NH Jul,NH Aug,NH Sep,NH Oct,NH Nov,NH Dec,SH Jan,SH Feb,SH Mar,SH Apr,SH May,SH Jun,SH Jul,SH Aug,SH Sep,SH Oct,SH Nov,SH Dec,Color 1,Color 2,Size,Lighting Type,Icon Filename,Critterpedia Filename,Furniture Filename,Internal ID,Unique Entry ID
56,anchovy,200,Sea,Small,0,2–5,No,4 AM – 9 PM,4 AM – 9 PM,4 AM – 9 PM,4 AM – 9 PM,4 AM – 9 PM,4 AM – 9 PM,4 AM – 9 PM,4 AM – 9 PM,4 AM – 9 PM,4 AM – 9 PM,4 AM – 9 PM,4 AM – 9 PM,4 AM – 9 PM,4 AM – 9 PM,4 AM – 9 PM,4 AM – 9 PM,4 AM – 9 PM,4 AM – 9 PM,4 AM – 9 PM,4 AM – 9 PM,4 AM – 9 PM,4 AM – 9 PM,4 AM – 9 PM,4 AM – 9 PM,Blue,Red,1x1,No lighting,Fish81,FishAntyobi,FtrFishAntyobi,4201,LzuWkSQP55uEpRCP5
36,angelfish,3000,River,Small,20,2–5,No,NA,NA,NA,NA,4 PM – 9 AM,4 PM – 9 AM,4 PM – 9 AM,4 PM – 9 AM,4 PM – 9 AM,4 PM – 9 AM,NA,NA,4 PM – 9 AM,4 PM – 9 AM,4 PM – 9 AM,4 PM – 9 AM,NA,NA,NA,NA,NA,NA,4 PM – 9 AM,4 PM – 9 AM,Yellow,Black,1x1,Fluorescent,Fish30,FishAngelfish,FtrFishAngelfish,2247,XTCFCk2SiuY5YXLZ7
44,arapaima,10000,River,XX-Large,50,1,Yes,NA,NA,NA,NA,NA,4 PM – 9 AM,4 PM – 9 AM,4 PM – 9 AM,4 PM – 9 AM,NA,NA,NA,4 PM – 9 AM,4 PM – 9 AM,4 PM – 9 AM,NA,NA,NA,NA,NA,NA,NA,NA,4 PM – 9 AM,Black,Blue,3x2,No lighting,Fish36,FishPiraruku,FtrFishPiraruku,2253,mZy4BES54bqwi97br
41,arowana,10000,River,Large,50,1–2,No,NA,NA,NA,NA,NA,4 PM – 9 AM,4 PM – 9 AM,4 PM – 9 AM,4 PM – 9 AM,NA,NA,NA,4 PM – 9 AM,4 PM – 9 AM,4 PM – 9 AM,NA,NA,NA,NA,NA,NA,NA,NA,4 PM – 9 AM,Yellow,Black,2x1,Fluorescent,Fish33,FishArowana,FtrFishArowana,2250,F68AvCaqddBJL7ZSN
58,barred knifejaw,5000,Sea,Medium,20,3–5,No,NA,NA,All day,All day,All day,All day,All day,All day,All day,All day,All day,NA,All day,All day,All day,All day,All day,NA,NA,NA,All day,All day,All day,All day,White,Black,1x1,Fluorescent,Fish47,FishIshidai,FtrFishIshidai,2265,X3R9SFSAaDzBF4fE3
79,barreleye,15000,Sea,Small,100,1,No,9 PM – 4 AM,9 PM – 4 AM,9 PM – 4 AM,9 PM – 4 AM,9 PM – 4 AM,9 PM – 4 AM,9 PM – 4 AM,9 PM – 4 AM,9 PM – 4 AM,9 PM – 4 AM,9 PM – 4 AM,9 PM – 4 AM,9 PM – 4 AM,9 PM – 4 AM,9 PM – 4 AM,9 PM – 4 AM,9 PM – 4 AM,9 PM – 4 AM,9 PM – 4 AM,9 PM – 4 AM,9 PM – 4 AM,9 PM – 4 AM,9 PM – 4 AM,9 PM – 4 AM,Black,Black,1x1,Fluorescent,Fish84,FishDemenigisu,FtrFishDemenigisu,4204,BpqTa4zmTjv3Nm4wE
37,betta,2500,River,Small,20,1–4,No,NA,NA,NA,NA,9 AM – 4 PM,9 AM – 4 PM,9 AM – 4 PM,9 AM – 4 PM,9 AM – 4 PM,9 AM – 4 PM,NA,NA,9 AM – 4 PM,9 AM – 4 PM,9 AM – 4 PM,9 AM – 4 PM,NA,NA,NA,NA,NA,NA,9 AM – 4 PM,9 AM – 4 PM,Light blue,Black,1x1,Fluorescent,Fish77,FishBeta,FtrFishBeta,4191,7QcQXzwZoNGiNA94k
1,bitterling,900,River,X-Small,0,12–17,No,All day,All day,All day,NA,NA,NA,NA,NA,NA,NA,All day,All day,NA,NA,NA,NA,All day,All day,All day,All day,All day,NA,NA,NA,Light blue,Blue,1x1,No lighting,Fish0,FishTanago,FtrFishTanago,2215,Drj6eLRBgg4T9KhNx
22,black bass,400,River,Large,0,4–12,No,All day,All day,All day,All day,All day,All day,All day,All day,All day,All day,All day,All day,All day,All day,All day,All day,All day,All day,All day,All day,All day,All day,All day,All day,Green,Black,1x1,Fluorescent,Fish19,FishBlackbass,FtrFishBlackbass,2234,wAZvfTca7GyaTtLcQ
54,blowfish,5000,Sea,Medium,20,5,No,9 PM – 4 AM,9 PM – 4 AM,NA,NA,NA,NA,NA,NA,NA,NA,9 PM – 4 AM,9 PM – 4 AM,NA,NA,NA,NA,9 PM – 4 AM,9 PM – 4 AM,9 PM – 4 AM,9 PM – 4 AM,NA,NA,NA,NA,Beige,Black,1x1,Fluorescent,Fish73,FishFugu,FtrFishFugu,2262,aDsmTcByApycafxTa
67,blue marlin,10000,Pier,XX-Large,50,1–2,Yes,All day,All day,All day,All day,NA,NA,All day,All day,All day,NA,All day,All day,All day,All day,All day,NA,All day,All day,All day,All day,All day,All day,NA,NA,Blue,Black,2x1,Fluorescent,Fish58,FishKajiki,FtrFishKajiki,2275,jhtsYRHydAcZnd6bJ
20,bluegill,180,River,Small,0,6–10,No,9 AM – 4 PM,9 AM – 4 PM,9 AM – 4 PM,9 AM – 4 PM,9 AM – 4 PM,9 AM – 4 PM,9 AM – 4 PM,9 AM – 4 PM,9 AM – 4 PM,9 AM – 4 PM,9 AM – 4 PM,9 AM – 4 PM,9 AM – 4 PM,9 AM – 4 PM,9 AM – 4 PM,9 AM – 4 PM,9 AM – 4 PM,9 AM – 4 PM,9 AM – 4 PM,9 AM – 4 PM,9 AM – 4 PM,9 AM – 4 PM,9 AM – 4 PM,9 AM – 4 PM,Blue,Black,1x1,No lighting,Fish17,FishBlueguill,FtrFishBlueguill,2232,8ygccYFCrWf4hwYGR
51,butterfly fish,1000,Sea,Small,0,4–5,No,NA,NA,NA,All day,All day,All day,All day,All day,All day,NA,NA,NA,All day,All day,All day,NA,NA,NA,NA,NA,NA,All day,All day,All day,Yellow,Black,1x1,Fluorescent,Fish42,FishChouchouuo,FtrFishChouchouuo,2259,S4rkio2M3WB5cyy8Y
5,carp,300,Pond,Large,0,3–9,No,All day,All day,All day,All day,All day,All day,All day,All day,All day,All day,All day,All day,All day,All day,All day,All day,All day,All day,All day,All day,All day,All day,All day,All day,Gray,Black,1x1,Fluorescent,Fish5,FishKoi,FtrFishKoi,2219,4DwwvGDwPQvZTn9Fb
18,catfish,800,Pond,Large,0,6–8,No,NA,NA,NA,NA,4 PM – 9 AM,4 PM – 9 AM,4 PM – 9 AM,4 PM – 9 AM,4 PM – 9 AM,4 PM – 9 AM,NA,NA,4 PM – 9 AM,4 PM – 9 AM,4 PM – 9 AM,4 PM – 9 AM,NA,NA,NA,NA,NA,NA,4 PM – 9 AM,4 PM – 9 AM,Black,Black,1x1,Fluorescent,Fish14,FishNamazu,FtrFishNamazu,2229,nbPtvwf7HCQxA9Nc4
28,char,3800,River (clifftop),Medium,20,1–4,No,NA,NA,4 PM – 9 AM,4 PM – 9 AM,4 PM – 9 AM,4 PM – 9 AM,NA,NA,All day,All day,All day,NA,NA,NA,All day,All day,All day,NA,NA,NA,4 PM – 9 AM,4 PM – 9 AM,4 PM – 9 AM,4 PM – 9 AM,Brown,Black,1x1,Fluorescent,Fish24,FishOoiwana,FtrFishOoiwana,2239,ahbnwCqp3EZXa96KC
27,cherry salmon,1000,River (clifftop),Medium,0,3–9,No,NA,NA,4 PM – 9 AM,4 PM – 9 AM,4 PM – 9 AM,4 PM – 9 AM,NA,NA,All day,All day,All day,NA,NA,NA,All day,All day,All day,NA,NA,NA,4 PM – 9 AM,4 PM – 9 AM,4 PM – 9 AM,4 PM – 9 AM,Brown,Black,1x1,Fluorescent,Fish23,FishYamame,FtrFishYamame,2238,sJyBbeLbpzn7LyzFr
49,clown fish,650,Sea,X-Small,0,5–6,No,NA,NA,NA,All day,All day,All day,All day,All day,All day,NA,NA,NA,All day,All day,All day,NA,NA,NA,NA,NA,NA,All day,All day,All day,Orange,Black,1x1,Fluorescent,Fish40,FishKumanomi,FtrFishKumanomi,2257,L9qxZaMoBhwxvpMyh
80,coelacanth,15000,Sea (rainy days),XX-Large,100,1–2,Yes,All day,All day,All day,All day,All day,All day,All day,All day,All day,All day,All day,All day,All day,All day,All day,All day,All day,All day,All day,All day,All day,All day,All day,All day,Black,Black,2x1,Fluorescent,Fish63,FishSirakansu,FtrFishSirakansu,2284,NjMZQ6Xi9NswEXnHH
11,crawfish,200,Pond,Small,0,4–12,No,NA,NA,NA,All day,All day,All day,All day,All day,All day,NA,NA,NA,All day,All day,All day,NA,NA,NA,NA,NA,NA,All day,All day,All day,Red,Black,1x1,Fluorescent,Fish10,FishZarigani,FtrFishZarigani,2223,W7TrwpycmfgniZipi
3,crucian carp,160,River,Small,0,4–12,No,All day,All day,All day,All day,All day,All day,All day,All day,All day,All day,All day,All day,All day,All day,All day,All day,All day,All day,All day,All day,All day,All day,All day,All day,Brown,Black,1x1,Fluorescent,Fish2,FishFuna,FtrFishFuna,328,Pdw7vmJz9PRM4ggbf
61,dab,300,Sea,Medium,0,11–14,No,All day,All day,All day,All day,NA,NA,NA,NA,NA,All day,All day,All day,NA,NA,NA,All day,All day,All day,All day,All day,All day,All day,NA,NA,Brown,Black,1x1,Fluorescent,Fish50,FishKarei,FtrFishKarei,2268,noA2Kfp8TaFgaLs5n
4,dace,240,River,Medium,0,3–10,No,4 PM – 9 AM,4 PM – 9 AM,4 PM – 9 AM,4 PM – 9 AM,4 PM – 9 AM,4 PM – 9 AM,4 PM – 9 AM,4 PM – 9 AM,4 PM – 9 AM,4 PM – 9 AM,4 PM – 9 AM,4 PM – 9 AM,4 PM – 9 AM,4 PM – 9 AM,4 PM – 9 AM,4 PM – 9 AM,4 PM – 9 AM,4 PM – 9 AM,4 PM – 9 AM,4 PM – 9 AM,4 PM – 9 AM,4 PM – 9 AM,4 PM – 9 AM,4 PM – 9 AM,Brown,Black,1x1,Fluorescent,Fish3,FishUgui,FtrFishUgui,2217,dWmXFdnjByWT5nEok
